category,quantity,storage,prep_hour,temp,humidity,safe_hours
Packaged,4,Fridge,4,6,85,49.42
Bakery,6,Fridge,16,35,30,24.53
Packaged,4,Fridge,5,31,79,33.21
Packaged,5,Room,9,20,85,26.83
Bakery,6,Freezer,17,7,52,38.35
Packaged,6,Fridge,1,28,76,33.28
Cooked,5,Freezer,12,34,40,9.87
Cooked,8,Room,6,22,41,6.75
Packaged,10,Room,1,34,58,19.88
Packaged,3,Fridge,18,25,47,56.62
Bakery,1,Freezer,7,40,89,14.03
Bakery,6,Room,17,27,37,18.38
Packaged,1,Room,9,26,31,47.13
Packaged,5,Room,6,26,44,40.03
Cooked,10,Fridge,8,19,82,4.67
Bakery,6,Freezer,6,10,81,29.59
Cooked,3,Room,7,27,66,3.15
Cooked,6,Fridge,5,34,82,3.14
Packaged,7,Fridge,5,27,37,65.05
Packaged,8,Fridge,7,38,42,35.4
Packaged,6,Fridge,9,26,35,55.52
Bakery,10,Room,20,10,67,12.4
Cooked,8,Room,21,24,52,6.44
Bakery,4,Freezer,22,34,74,16.5
Bakery,8,Room,5,39,84,5.95
Bakery,4,Room,14,21,54,13.88
Cooked,6,Room,15,28,57,6.26
Packaged,7,Room,8,11,41,42.51
Cooked,5,Freezer,16,12,62,14.8
Packaged,7,Fridge,5,5,67,57.01
Cooked,10,Fridge,7,10,68,8.6
Cooked,4,Room,19,26,90,2.62
Packaged,1,Fridge,9,26,32,72.13
Packaged,10,Freezer,17,14,88,59.15
Packaged,7,Freezer,14,19,73,76.19
Cooked,5,Room,7,38,88,2.62
Cooked,9,Fridge,11,10,72,6.17
Cooked,3,Room,11,20,55,4.96
Cooked,3,Freezer,17,16,80,10.82
Cooked,5,Room,4,35,53,4.58
Bakery,8,Fridge,5,9,37,42.23
Bakery,1,Freezer,23,23,70,27.86
Cooked,4,Freezer,20,24,45,11.88
Packaged,4,Fridge,2,7,73,60.6
Cooked,10,Freezer,15,35,37,10.54
Cooked,1,Fridge,13,14,73,8.62
Packaged,10,Fridge,4,29,87,34.59
Bakery,8,Room,6,15,62,12.06
Bakery,10,Room,2,8,76,16.55
Cooked,3,Freezer,5,11,67,11.98
Bakery,2,Freezer,10,33,43,29.03
Bakery,2,Fridge,0,27,38,32.33
Packaged,8,Fridge,0,33,71,25.41
Packaged,10,Freezer,23,10,53,92.37
Cooked,5,Fridge,10,8,30,16.26
Cooked,3,Room,20,29,77,5.52
Cooked,8,Freezer,17,7,86,8.24
Bakery,6,Freezer,1,15,68,30.45
Bakery,7,Fridge,1,20,71,21.73
Bakery,10,Room,23,18,47,16.88
Packaged,6,Fridge,9,9,64,59.95
Cooked,7,Room,17,37,36,3.14
Cooked,3,Freezer,14,16,34,12.16
Bakery,4,Room,7,22,54,13.61
Packaged,3,Fridge,4,5,36,77.8
Packaged,3,Freezer,11,20,41,64.02
Packaged,4,Freezer,21,9,86,74.92
Bakery,2,Freezer,23,31,44,25.88
Cooked,9,Room,18,10,71,6.17
Bakery,7,Room,19,5,59,24.16
Packaged,5,Freezer,20,36,57,53.04
Cooked,1,Room,11,13,35,6.83
Packaged,1,Room,15,5,59,42.17
Cooked,9,Fridge,11,6,80,7.53
Packaged,6,Freezer,3,16,43,84.91
Packaged,2,Fridge,3,10,69,45.48
Packaged,6,Fridge,8,28,56,53.35
Cooked,7,Freezer,11,26,54,14.36
Packaged,8,Room,13,36,35,24.8
Bakery,2,Freezer,22,37,62,20.7
Cooked,4,Fridge,18,27,55,6.24
Packaged,7,Fridge,14,39,44,41.44
Bakery,8,Fridge,6,34,36,17.26
Packaged,5,Fridge,1,15,76,40.97
Packaged,5,Freezer,21,29,34,84.32
Bakery,3,Fridge,15,32,43,19.87
Cooked,2,Fridge,2,34,56,7.25
Packaged,3,Fridge,20,11,53,54.01
Packaged,2,Room,19,30,64,22.3
Cooked,5,Fridge,15,6,83,6.09
Bakery,9,Fridge,18,29,67,18.77
Bakery,4,Room,12,40,65,10.65
Cooked,1,Room,8,39,44,4.1
Packaged,4,Freezer,12,19,74,81.13
Bakery,3,Freezer,23,14,79,41.83
Packaged,3,Room,15,8,54,45.06
Cooked,2,Fridge,1,21,33,9.62
Packaged,10,Room,3,10,64,28.76
Cooked,3,Freezer,8,35,37,10.72
Cooked,9,Room,3,33,74,3.07
Bakery,1,Freezer,15,26,73,30.49
Packaged,9,Freezer,20,21,83,47.81
Bakery,10,Freezer,14,8,50,38.6
Cooked,8,Room,3,12,47,6.26
Bakery,7,Fridge,11,38,77,11.1
Packaged,2,Freezer,0,32,34,67.02
Packaged,6,Freezer,13,20,36,107.86
Cooked,3,Room,19,34,53,4.9
Bakery,7,Room,3,31,68,8.24
Bakery,8,Room,17,37,34,10.87
Cooked,10,Freezer,20,8,55,15.45
Cooked,1,Freezer,3,18,71,14.54
Bakery,7,Room,15,27,42,18.22
Packaged,2,Room,12,19,81,32.45
Cooked,2,Fridge,7,9,60,10.14
Packaged,5,Fridge,18,7,78,64.01
Bakery,10,Freezer,1,20,60,28.99
Packaged,5,Fridge,11,38,79,27.19
Cooked,7,Fridge,7,40,78,5.51
Cooked,5,Fridge,23,18,68,8.33
Cooked,6,Fridge,3,33,81,3.16
Packaged,3,Freezer,10,40,86,41.27
Packaged,5,Freezer,15,31,87,30.27
Cooked,3,Freezer,22,17,55,17.5
Cooked,9,Freezer,12,19,66,11.19
Bakery,2,Fridge,6,40,46,16.85
Cooked,7,Fridge,6,8,68,7.21
Bakery,7,Freezer,16,26,79,34.12
Cooked,10,Freezer,13,24,53,14.08
Packaged,8,Freezer,4,22,88,51.52
Packaged,10,Freezer,19,16,74,54.39
Bakery,4,Freezer,10,10,56,40.91
Cooked,4,Room,6,35,42,5.09
Bakery,8,Room,22,13,37,21.65
Cooked,5,Freezer,0,16,49,10.6
Cooked,3,Freezer,23,22,36,17.03
Packaged,4,Freezer,1,31,73,50.59
Cooked,4,Freezer,13,25,49,15.73
Cooked,2,Freezer,20,24,48,10.83
Bakery,5,Freezer,4,6,40,53.7
Cooked,1,Fridge,22,24,58,8.34
Packaged,2,Room,21,37,57,27.07
Bakery,5,Fridge,0,23,36,27.42
Bakery,10,Room,17,9,87,11.59
Cooked,5,Fridge,20,13,49,11.74
Cooked,10,Freezer,1,37,88,6.21
Bakery,2,Room,0,17,50,19.04
Packaged,3,Fridge,23,16,32,78.11
Cooked,8,Room,12,29,57,5.57
Bakery,3,Freezer,5,27,44,33.31
Bakery,10,Room,8,10,83,9.23
Packaged,10,Room,21,6,83,29.33
Cooked,3,Fridge,8,14,48,6.6
Bakery,3,Freezer,16,17,47,41.75
Cooked,9,Fridge,17,19,90,4.8
Cooked,6,Fridge,3,38,54,5.49
Packaged,1,Fridge,16,32,79,34.85
Bakery,5,Room,7,40,41,11.05
Packaged,9,Room,10,26,31,38.14
Cooked,1,Fridge,18,27,40,11.67
Packaged,9,Freezer,19,28,68,51.88
Bakery,1,Freezer,7,32,81,20.94
Bakery,6,Fridge,6,25,68,16.13
Bakery,6,Fridge,1,21,59,20.47
Packaged,4,Freezer,0,7,78,86.83
Packaged,5,Fridge,4,40,62,34.38
Cooked,5,Fridge,23,30,72,4.28
Bakery,8,Fridge,18,39,69,13.78
Bakery,7,Room,22,11,59,20.18
Packaged,7,Room,18,8,35,61.9
Packaged,2,Fridge,2,6,78,52.21
Packaged,8,Fridge,3,26,55,49.11
Bakery,7,Fridge,23,25,30,30.96
Cooked,9,Freezer,13,6,73,9.01
Bakery,5,Freezer,8,16,43,38.08
Cooked,10,Fridge,20,32,66,4.33
Cooked,6,Fridge,0,26,80,5.0
Packaged,4,Freezer,15,26,49,63.45
Packaged,5,Freezer,5,40,57,44.28
Packaged,10,Freezer,5,26,81,44.59
Bakery,3,Room,10,8,85,16.31
Cooked,6,Freezer,22,36,57,9.78
Bakery,9,Fridge,2,31,78,14.57
Packaged,5,Freezer,18,20,78,67.12
Packaged,7,Room,6,25,62,25.25
Cooked,2,Freezer,0,10,84,11.26
Bakery,10,Freezer,12,26,35,48.77
Packaged,4,Freezer,0,23,71,72.48
Bakery,8,Room,14,27,63,11.97
Bakery,4,Room,12,25,56,14.26
Cooked,7,Freezer,6,21,49,13.23
Cooked,10,Freezer,8,30,62,7.46
Bakery,4,Freezer,7,11,64,27.73
Cooked,4,Room,11,33,73,2.99
Bakery,1,Freezer,14,19,83,24.28
Bakery,5,Fridge,11,34,59,20.48
Cooked,7,Freezer,4,29,45,15.3
Bakery,6,Freezer,22,7,62,40.9
Packaged,8,Freezer,15,21,80,47.11
Bakery,5,Freezer,21,23,71,25.91
Bakery,6,Freezer,4,27,84,20.2
Packaged,5,Fridge,0,20,60,39.78
Bakery,8,Freezer,9,6,46,54.83
Cooked,7,Fridge,14,27,35,8.43
Bakery,4,Fridge,9,10,34,32.18
Bakery,4,Room,1,8,80,11.76
Packaged,10,Room,8,7,80,26.95
Bakery,9,Fridge,4,20,77,16.94
Bakery,4,Fridge,16,26,71,21.72
Bakery,6,Room,5,17,85,13.21
Bakery,1,Fridge,20,5,85,28.09
Bakery,1,Fridge,18,10,34,29.52
Cooked,10,Fridge,21,28,82,4.71
Cooked,10,Freezer,16,30,83,4.47
Cooked,9,Room,3,25,62,3.36
Bakery,7,Fridge,13,9,49,35.96
Bakery,7,Fridge,2,37,71,15.12
Bakery,8,Freezer,21,5,47,51.66
Packaged,7,Freezer,12,29,65,68.18
Packaged,1,Freezer,23,28,75,55.47
Bakery,10,Fridge,18,28,31,27.87
Packaged,5,Room,22,15,74,28.5
Cooked,3,Room,18,16,61,5.0
Bakery,6,Room,8,35,73,8.12
Packaged,3,Fridge,4,9,46,59.61
Cooked,2,Room,17,29,54,4.01
Bakery,8,Fridge,7,18,65,22.74
Cooked,8,Fridge,23,37,51,4.32
Bakery,5,Fridge,4,5,42,31.13
Bakery,2,Fridge,0,15,88,21.51
Packaged,4,Fridge,11,10,64,56.74
Packaged,7,Freezer,13,24,89,55.04
Bakery,5,Fridge,3,18,35,41.66
Bakery,9,Room,21,17,30,18.06
Packaged,4,Fridge,8,31,79,27.46
Cooked,4,Fridge,19,38,79,4.86
Packaged,2,Room,15,40,68,18.97
Packaged,1,Freezer,18,38,49,61.57
Packaged,3,Room,17,29,51,33.82
Packaged,7,Room,14,27,78,28.15
Cooked,4,Freezer,3,19,49,14.58
Packaged,9,Room,22,7,76,28.8
Cooked,2,Freezer,8,29,42,10.75
Packaged,3,Freezer,9,15,36,116.95
Bakery,8,Freezer,23,20,78,32.18
Packaged,2,Freezer,5,9,62,80.01
Bakery,5,Room,2,10,48,21.05
Cooked,4,Room,2,26,86,4.01
Bakery,1,Room,2,25,44,14.1
Cooked,5,Fridge,0,33,58,5.96
Packaged,2,Freezer,1,31,53,58.57
Bakery,6,Freezer,10,34,56,27.93
Packaged,4,Fridge,23,24,50,63.2
Bakery,9,Room,23,16,68,14.9
Cooked,10,Fridge,19,22,51,5.88
Bakery,2,Fridge,19,11,31,34.85
Cooked,7,Freezer,20,29,74,10.18
Cooked,9,Room,20,13,40,6.62
Cooked,2,Freezer,12,39,39,10.16
Packaged,3,Room,21,10,70,37.04
Bakery,7,Freezer,5,29,83,24.25
Bakery,1,Room,16,17,70,14.65
Packaged,2,Freezer,23,5,30,121.62
Cooked,6,Room,15,13,78,3.79
Packaged,1,Fridge,22,17,40,54.69
Cooked,8,Freezer,8,40,51,8.76
Packaged,5,Room,6,40,59,28.55
Cooked,6,Freezer,2,23,51,9.5
Packaged,6,Room,21,37,86,18.17
Packaged,3,Room,20,38,55,20.21
Bakery,5,Room,17,6,41,25.39
Cooked,1,Fridge,13,27,84,5.0
Bakery,8,Fridge,12,26,32,31.27
Cooked,2,Fridge,20,37,76,5.16
Bakery,7,Fridge,22,21,43,19.17
Bakery,6,Fridge,13,13,44,28.44
Bakery,9,Freezer,16,33,76,22.42
Bakery,10,Fridge,19,20,34,23.94
Packaged,7,Room,20,13,86,29.38
Packaged,2,Room,3,17,65,31.89
Bakery,10,Fridge,8,33,87,12.22
Packaged,1,Freezer,6,37,31,60.27
Cooked,5,Freezer,16,25,76,8.11
Cooked,10,Freezer,9,24,34,14.26
Cooked,8,Fridge,18,8,53,8.79
Bakery,9,Room,7,27,86,8.29
Packaged,8,Fridge,6,8,82,44.56
Packaged,3,Room,21,30,61,16.11
Packaged,9,Fridge,16,30,82,23.26
Packaged,6,Fridge,12,14,67,54.46
Bakery,9,Freezer,21,16,85,30.0
Packaged,9,Room,0,12,63,26.48
Cooked,4,Fridge,1,32,87,3.87
Bakery,9,Fridge,23,24,73,22.36
Bakery,7,Fridge,20,36,62,10.64
Bakery,6,Fridge,17,19,60,27.36
Packaged,10,Fridge,10,35,51,28.74
Cooked,4,Fridge,2,35,50,7.49
Packaged,6,Freezer,19,15,89,56.18
Packaged,5,Fridge,17,34,47,30.4
Packaged,5,Room,16,29,73,32.05
Cooked,8,Fridge,10,12,83,6.9
Cooked,10,Freezer,15,32,46,6.99
Bakery,7,Freezer,11,25,34,47.59
Packaged,5,Fridge,3,30,58,36.85
Bakery,1,Room,1,18,52,22.53
Cooked,2,Room,12,17,83,3.01
Packaged,10,Fridge,15,14,41,64.26
Cooked,9,Room,8,39,80,2.75
Bakery,10,Freezer,5,35,54,22.62
Cooked,9,Freezer,8,32,71,7.22
Cooked,9,Freezer,1,22,30,16.38
Cooked,9,Fridge,0,9,83,8.45
Cooked,4,Fridge,11,38,55,5.53
Packaged,2,Fridge,11,25,46,49.6
Cooked,4,Fridge,18,14,87,5.87
Packaged,8,Fridge,8,30,70,29.94
Bakery,1,Room,20,26,77,12.33
Packaged,10,Fridge,18,9,36,80.53
Cooked,9,Freezer,11,31,58,9.27
Packaged,9,Room,11,7,40,52.22
Bakery,4,Fridge,17,20,85,12.97
Bakery,6,Fridge,10,40,38,16.87
Cooked,3,Fridge,13,21,43,11.13
Bakery,8,Fridge,20,37,47,15.07
Bakery,8,Room,17,6,83,13.78
Bakery,10,Room,22,11,68,14.11
Bakery,6,Fridge,11,9,39,41.09
Packaged,5,Fridge,3,24,68,46.3
Bakery,2,Room,13,22,69,14.23
Packaged,4,Freezer,16,26,72,63.79
Bakery,8,Fridge,13,27,54,26.72
Packaged,8,Room,0,28,50,30.4
Packaged,4,Fridge,20,24,44,63.11
Bakery,8,Freezer,21,36,36,27.14
Bakery,3,Freezer,4,5,83,34.4
Packaged,8,Room,12,20,49,37.82
Bakery,6,Room,18,34,59,9.55
Cooked,1,Freezer,3,12,90,8.64
Bakery,8,Fridge,7,23,69,22.9
Cooked,2,Freezer,21,21,74,10.49
Cooked,6,Room,11,34,62,2.72
Bakery,4,Room,10,22,71,16.34
Packaged,5,Fridge,3,30,64,27.14
Packaged,8,Fridge,6,25,39,53.17
Cooked,6,Freezer,11,27,65,6.52
Packaged,10,Freezer,11,36,77,40.81
Bakery,9,Fridge,3,31,55,13.04
Packaged,2,Fridge,6,31,40,34.2
Packaged,5,Freezer,14,5,49,83.17
Cooked,7,Fridge,18,33,70,5.16
Bakery,8,Freezer,21,36,76,22.2
Packaged,5,Room,3,40,52,26.36
Packaged,1,Fridge,16,18,61,59.92
Bakery,7,Freezer,1,12,59,32.16
Packaged,2,Fridge,0,9,59,69.18
Packaged,1,Room,3,33,77,16.84
Bakery,10,Fridge,20,22,66,14.55
Packaged,10,Fridge,5,38,50,30.98
Cooked,3,Fridge,3,28,67,8.3
Cooked,9,Freezer,18,32,58,7.47
Cooked,4,Fridge,13,36,45,5.4
Packaged,9,Fridge,19,31,32,40.69
Bakery,3,Room,17,39,43,10.8
Cooked,4,Room,11,11,78,4.13
Cooked,5,Room,6,8,68,5.87
Bakery,8,Room,20,24,69,11.13
Bakery,4,Freezer,10,35,75,23.36
Packaged,8,Fridge,2,22,63,46.94
Cooked,1,Freezer,21,8,88,11.08
Packaged,6,Room,20,32,83,14.69
Cooked,1,Fridge,16,16,84,5.93
Packaged,4,Fridge,23,35,81,24.94
Bakery,2,Freezer,4,37,85,19.52
Bakery,10,Fridge,3,10,81,14.31
Cooked,3,Room,2,21,70,5.07
Bakery,7,Room,2,11,67,14.75
Packaged,10,Freezer,4,26,81,47.75
Bakery,6,Fridge,14,21,70,20.78
Bakery,4,Fridge,5,28,73,23.18
Bakery,2,Fridge,3,38,36,24.91
Packaged,6,Freezer,2,18,54,100.89
Cooked,1,Freezer,21,26,39,11.0
Packaged,9,Freezer,3,18,58,93.15
Packaged,9,Fridge,9,11,64,49.75
Bakery,2,Fridge,8,29,72,17.55
Cooked,5,Room,21,38,45,3.1
Bakery,1,Fridge,3,12,41,29.81
Packaged,7,Room,0,17,30,46.47
Bakery,8,Fridge,15,7,76,26.49
Bakery,8,Freezer,13,11,64,28.32
Bakery,3,Fridge,23,28,30,30.71
Packaged,2,Fridge,20,31,41,45.2
Bakery,1,Room,9,39,63,11.45
Bakery,1,Freezer,21,24,36,46.83
Packaged,1,Room,7,15,54,48.34
Packaged,7,Fridge,8,32,59,32.4
Packaged,2,Freezer,12,7,50,117.45
Packaged,10,Room,21,6,54,47.93
Bakery,1,Freezer,18,36,71,17.14
Bakery,6,Room,21,12,75,18.16
Bakery,1,Freezer,3,40,34,36.22
Bakery,10,Freezer,3,17,55,47.2
Cooked,7,Freezer,14,5,59,13.58
Cooked,4,Fridge,2,20,70,8.58
Packaged,6,Room,5,30,80,12.44
Cooked,7,Room,18,6,65,6.6
Bakery,5,Fridge,16,5,39,47.02
Packaged,4,Room,11,39,44,27.2
Bakery,10,Room,20,10,30,20.25
Bakery,6,Room,2,35,49,10.64
Bakery,10,Fridge,6,27,37,21.74
Cooked,2,Freezer,9,8,88,13.54
Cooked,9,Room,7,17,35,7.5
Bakery,10,Freezer,22,35,66,19.5
Cooked,10,Fridge,14,11,61,9.05
Cooked,1,Fridge,6,7,52,11.26
Bakery,10,Room,9,9,38,22.07
Packaged,1,Fridge,10,10,55,57.43
Cooked,9,Freezer,18,25,43,9.43
Bakery,5,Freezer,3,40,59,28.65
Bakery,8,Fridge,21,32,84,8.7
